Repository,File Name,Class,Start Line,End Line,Displacement,Level
migrations,0001_initial.py,Simple Tuple,136,136,16,A1
migrations,0001_initial.py,Simple Tuple,137,137,16,A1
migrations,0001_initial.py,Simple Tuple,138,138,16,A1
migrations,0001_initial.py,Simple Tuple,139,148,16,A1
migrations,0001_initial.py,Simple Tuple,149,158,16,A1
migrations,0001_initial.py,Simple Tuple,163,163,28,A1
migrations,0001_initial.py,Simple Dictionary,21,25,20,A2
migrations,0001_initial.py,Simple Dictionary,61,65,20,A2
migrations,0001_initial.py,Simple Dictionary,77,77,20,A2
migrations,0001_initial.py,Simple Dictionary,89,89,20,A2
migrations,0001_initial.py,Simple Dictionary,125,128,20,A2
migrations,0001_initial.py,Simple Dictionary,160,164,20,A2
migrations,0001_initial.py,Simple Atributte,6,6,16,A2
migrations,0001_initial.py,Simple Atributte,8,8,8,A2
migrations,0001_initial.py,Simple Atributte,8,8,40,A2
migrations,0001_initial.py,Simple Atributte,12,12,8,A2
migrations,0001_initial.py,Simple Atributte,28,28,8,A2
migrations,0001_initial.py,Simple Atributte,68,68,8,A2
migrations,0001_initial.py,Simple Atributte,80,80,8,A2
migrations,0001_initial.py,Simple Atributte,92,92,8,A2
migrations,0001_initial.py,Simple Atributte,131,131,8,A2
migrations,0001_initial.py,Simple Atributte,167,167,8,A2
migrations,0001_initial.py,Simple Atributte,26,26,19,A2
migrations,0001_initial.py,Simple Atributte,66,66,19,A2
migrations,0001_initial.py,Simple Atributte,78,78,19,A2
migrations,0001_initial.py,Simple Atributte,90,90,19,A2
migrations,0001_initial.py,Simple Atributte,129,129,19,A2
migrations,0001_initial.py,Simple Atributte,165,165,19,A2
migrations,0001_initial.py,Simple Atributte,170,170,18,A2
migrations,0001_initial.py,Simple Atributte,170,170,63,A2
migrations,0001_initial.py,Simple Atributte,15,15,23,A2
migrations,0001_initial.py,Simple Atributte,16,16,26,A2
migrations,0001_initial.py,Simple Atributte,17,17,28,A2
migrations,0001_initial.py,Simple Atributte,18,18,29,A2
migrations,0001_initial.py,Simple Atributte,19,19,24,A2
migrations,0001_initial.py,Simple Atributte,31,31,23,A2
migrations,0001_initial.py,Simple Atributte,32,32,28,A2
migrations,0001_initial.py,Simple Atributte,33,33,28,A2
migrations,0001_initial.py,Simple Atributte,36,36,20,A2
migrations,0001_initial.py,Simple Atributte,46,46,20,A2
migrations,0001_initial.py,Simple Atributte,56,56,20,A2
migrations,0001_initial.py,Simple Atributte,71,71,23,A2
migrations,0001_initial.py,Simple Atributte,72,72,25,A2
migrations,0001_initial.py,Simple Atributte,73,73,32,A2
migrations,0001_initial.py,Simple Atributte,74,74,29,A2
migrations,0001_initial.py,Simple Atributte,75,75,32,A2
migrations,0001_initial.py,Simple Atributte,83,83,23,A2
migrations,0001_initial.py,Simple Atributte,84,84,25,A2
migrations,0001_initial.py,Simple Atributte,85,85,25,A2
migrations,0001_initial.py,Simple Atributte,86,86,32,A2
migrations,0001_initial.py,Simple Atributte,87,87,26,A2
migrations,0001_initial.py,Simple Atributte,95,95,23,A2
migrations,0001_initial.py,Simple Atributte,96,96,28,A2
migrations,0001_initial.py,Simple Atributte,97,97,28,A2
migrations,0001_initial.py,Simple Atributte,98,98,25,A2
migrations,0001_initial.py,Simple Atributte,99,99,29,A2
migrations,0001_initial.py,Simple Atributte,100,100,29,A2
migrations,0001_initial.py,Simple Atributte,101,101,30,A2
migrations,0001_initial.py,Simple Atributte,102,102,41,A2
migrations,0001_initial.py,Simple Atributte,103,103,37,A2
migrations,0001_initial.py,Simple Atributte,106,106,20,A2
migrations,0001_initial.py,Simple Atributte,116,116,20,A2
migrations,0001_initial.py,Simple Atributte,134,134,23,A2
migrations,0001_initial.py,Simple Atributte,135,135,28,A2
migrations,0001_initial.py,Simple Atributte,136,136,28,A2
migrations,0001_initial.py,Simple Atributte,137,137,25,A2
migrations,0001_initial.py,Simple Atributte,138,138,24,A2
migrations,0001_initial.py,Simple Atributte,141,141,20,A2
migrations,0001_initial.py,Simple Atributte,151,151,20,A2
migrations,0001_initial.py,Simple Atributte,32,32,72,A2
migrations,0001_initial.py,Simple Atributte,33,33,57,A2
migrations,0001_initial.py,Simple Atributte,38,38,27,A2
migrations,0001_initial.py,Simple Atributte,41,41,34,A2
migrations,0001_initial.py,Simple Atributte,48,48,27,A2
migrations,0001_initial.py,Simple Atributte,51,51,34,A2
migrations,0001_initial.py,Simple Atributte,57,57,27,A2
migrations,0001_initial.py,Simple Atributte,57,57,96,A2
migrations,0001_initial.py,Simple Atributte,96,96,72,A2
migrations,0001_initial.py,Simple Atributte,97,97,57,A2
migrations,0001_initial.py,Simple Atributte,108,108,27,A2
migrations,0001_initial.py,Simple Atributte,111,111,34,A2
migrations,0001_initial.py,Simple Atributte,118,118,27,A2
migrations,0001_initial.py,Simple Atributte,121,121,34,A2
migrations,0001_initial.py,Simple Atributte,135,135,72,A2
migrations,0001_initial.py,Simple Atributte,136,136,57,A2
migrations,0001_initial.py,Simple Atributte,143,143,27,A2
migrations,0001_initial.py,Simple Atributte,146,146,34,A2
migrations,0001_initial.py,Simple Atributte,153,153,27,A2
migrations,0001_initial.py,Simple Atributte,156,156,34,A2
migrations,0001_initial.py,Simple Atributte,32,32,72,A2
migrations,0001_initial.py,Simple Atributte,33,33,57,A2
migrations,0001_initial.py,Simple Atributte,96,96,72,A2
migrations,0001_initial.py,Simple Atributte,97,97,57,A2
migrations,0001_initial.py,Simple Atributte,135,135,72,A2
migrations,0001_initial.py,Simple Atributte,136,136,57,A2
migrations,0001_initial.py,Simple Atributte,32,32,72,A2
migrations,0001_initial.py,Simple Atributte,33,33,57,A2
migrations,0001_initial.py,Simple Atributte,96,96,72,A2
migrations,0001_initial.py,Simple Atributte,97,97,57,A2
migrations,0001_initial.py,Simple Atributte,135,135,72,A2
migrations,0001_initial.py,Simple Atributte,136,136,57,A2
migrations,0001_initial.py,Simple Assignment,7,9,4,A1
migrations,0001_initial.py,Simple Assignment,11,173,4,A1
migrations,0001_initial.py,Import,1,1,0,A2
migrations,0001_initial.py,From,2,2,0,A2
migrations,0001_initial.py,From,3,3,0,A2
migrations,0001_initial.py,Alias,1,1,7,A1
migrations,0001_initial.py,Alias,2,2,24,A1
migrations,0001_initial.py,Alias,3,3,22,A1
migrations,0001_initial.py,Alias,3,3,34,A1
migrations,0001_initial.py,Simple Class ,6,173,0,B1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple List,9,12,19,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple List,14,37,17,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Tuple,11,11,8,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,8,8,16,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,10,10,8,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,10,10,40,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,15,15,8,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,26,26,8,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,18,18,18,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,29,29,18,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,21,21,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,23,23,19,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,32,32,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,34,34,19,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,21,21,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,32,32,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,21,21,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,32,32,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,21,21,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Atributte,32,32,26,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Assignment,9,12,4,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Assignment,14,37,4,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Import,3,3,0,A2
migrations,0003_alter_relatedblog_creator_and_more.py,From,4,4,0,A2
migrations,0003_alter_relatedblog_creator_and_more.py,From,5,5,0,A2
migrations,0003_alter_relatedblog_creator_and_more.py,Alias,3,3,7,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Alias,4,4,24,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Alias,5,5,22,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Alias,5,5,34,A1
migrations,0003_alter_relatedblog_creator_and_more.py,Simple Class ,8,37,0,B1
blogs,urls.py,Simple List,7,9,14,A1
blogs,urls.py,Simple Atributte,8,8,13,A2
blogs,urls.py,Simple Atributte,8,8,13,A2
blogs,urls.py,Simple Assignment,7,9,0,A1
blogs,urls.py,From,3,3,0,A2
blogs,urls.py,From,5,5,0,A2
blogs,urls.py,Alias,3,3,24,A1
blogs,urls.py,Alias,5,5,23,A1
blogs,admin.py,Simple List,13,13,19,A1
blogs,admin.py,Simple List,15,15,14,A1
blogs,admin.py,Simple List,28,28,19,A1
blogs,admin.py,Simple Tuple,29,29,35,A1
blogs,admin.py,Simple Dictionary,29,29,26,A2
blogs,admin.py,Simple Atributte,10,10,21,A2
blogs,admin.py,Simple Atributte,25,25,25,A2
blogs,admin.py,Simple Atributte,9,9,1,A2
blogs,admin.py,Simple Atributte,24,24,1,A2
blogs,admin.py,Simple Atributte,32,32,0,A2
blogs,admin.py,Simple Atributte,17,17,5,A2
blogs,admin.py,Simple Atributte,32,32,0,A2
blogs,admin.py,Simple Atributte,21,21,8,A2
blogs,admin.py,Simple Assignment,13,13,4,A1
blogs,admin.py,Simple Assignment,14,14,4,A1
blogs,admin.py,Simple Assignment,15,15,4,A1
blogs,admin.py,Simple Assignment,28,28,4,A1
blogs,admin.py,Simple Assignment,29,29,4,A1
blogs,admin.py,From,3,3,0,A2
blogs,admin.py,From,4,4,0,A2
blogs,admin.py,From,6,6,0,A2
blogs,admin.py,Alias,3,3,27,A1
blogs,admin.py,Alias,4,4,35,A1
blogs,admin.py,Alias,6,6,30,A1
blogs,admin.py,Alias,6,6,41,A1
blogs,admin.py,Alias,6,6,47,A1
blogs,admin.py,Function with Simple argument,18,21,4,A1
blogs,admin.py,Simple Class ,10,21,0,B1
blogs,admin.py,Simple Class ,25,29,0,B1
templatetags,blogs.py,Simple Atributte,10,10,1,A2
templatetags,blogs.py,Simple Atributte,16,16,1,A2
templatetags,blogs.py,Simple Atributte,7,7,11,A2
templatetags,blogs.py,Simple Atributte,13,13,11,A2
templatetags,blogs.py,Simple Atributte,25,25,11,A2
templatetags,blogs.py,Simple Atributte,13,13,11,A2
templatetags,blogs.py,Simple Atributte,25,25,11,A2
templatetags,blogs.py,Simple Atributte,25,25,11,A2
templatetags,blogs.py,Subscript,13,13,11,A1
templatetags,blogs.py,Subscript,25,25,11,A1
templatetags,blogs.py,Slice,13,13,51,A1
templatetags,blogs.py,Slice,25,25,90,A1
templatetags,blogs.py,Simple Assignment,7,7,0,A1
templatetags,blogs.py,From,3,3,0,A2
templatetags,blogs.py,From,5,5,0,A2
templatetags,blogs.py,Alias,3,3,19,A1
templatetags,blogs.py,Alias,5,5,30,A1
templatetags,blogs.py,Function with Simple argument with Default argument,11,13,0,A2
templatetags,blogs.py,Function with Simple argument with Default argument,17,25,0,A2
templatetags,blogs.py,Return,13,13,4,A1
templatetags,blogs.py,Return,25,25,4,A1
blogs,parser.py,Simple List,30,30,14,A1
blogs,parser.py,Simple Tuple,60,60,11,A1
blogs,parser.py,Simple Tuple,64,64,8,A1
blogs,parser.py,Simple Dictionary,35,40,16,A2
blogs,parser.py,Simple Dictionary,49,49,51,A2
blogs,parser.py,Simple Dictionary,66,69,21,A2
blogs,parser.py,Starred,33,33,38,A1
blogs,parser.py,Simple Atributte,21,21,7,A2
blogs,parser.py,Simple Atributte,29,29,8,A2
blogs,parser.py,Simple Atributte,22,22,29,A2
blogs,parser.py,Simple Atributte,33,33,20,A2
blogs,parser.py,Simple Atributte,42,42,8,A2
blogs,parser.py,Simple Atributte,55,59,23,A2
blogs,parser.py,Simple Atributte,60,60,12,A2
blogs,parser.py,Simple Atributte,60,60,36,A2
blogs,parser.py,Simple Atributte,64,64,23,A2
blogs,parser.py,Simple Atributte,23,23,26,A2
blogs,parser.py,Simple Atributte,33,33,73,A2
blogs,parser.py,Simple Atributte,37,37,23,A2
blogs,parser.py,Simple Atributte,64,64,23,A2
blogs,parser.py,Simple Atributte,72,72,12,A2
blogs,parser.py,Simple Atributte,23,23,49,A2
blogs,parser.py,Simple Atributte,23,23,74,A2
blogs,parser.py,Simple Atributte,55,55,23,A2
blogs,parser.py,Simple Atributte,55,55,23,A2
blogs,parser.py,Simple Atributte,56,56,17,A2
blogs,parser.py,Simple Atributte,56,56,17,A2
blogs,parser.py,Simple Atributte,57,57,25,A2
blogs,parser.py,Unary Operation,71,71,11,A1
blogs,parser.py,Subscript,32,32,13,A1
blogs,parser.py,Subscript,36,36,21,A1
blogs,parser.py,Subscript,33,33,39,A1
blogs,parser.py,Subscript,39,39,39,A1
blogs,parser.py,Subscript,33,33,39,A1
blogs,parser.py,Slice,33,33,61,A1
blogs,parser.py,Simple Assignment,15,15,0,A1
blogs,parser.py,Simple Assignment,20,20,4,A1
blogs,parser.py,Simple Assignment,29,29,4,A1
blogs,parser.py,Simple Assignment,30,30,4,A1
blogs,parser.py,Simple Assignment,22,22,8,A1
blogs,parser.py,Simple Assignment,33,33,8,A1
blogs,parser.py,Simple Assignment,35,40,8,A1
blogs,parser.py,Simple Assignment,55,59,8,A1
blogs,parser.py,Simple Assignment,63,63,8,A1
blogs,parser.py,Simple Assignment,64,70,8,A1
blogs,parser.py,'pass' statement,61,61,8,B1
blogs,parser.py,Import,3,3,0,A2
blogs,parser.py,Import,6,6,0,A2
blogs,parser.py,From,4,4,0,A2
blogs,parser.py,From,7,7,0,A2
blogs,parser.py,From,8,8,0,A2
blogs,parser.py,From,10,10,0,A2
blogs,parser.py,From,11,11,0,A2
blogs,parser.py,Alias,3,3,7,A1
blogs,parser.py,Alias,4,4,25,A1
blogs,parser.py,Alias,4,4,35,A1
blogs,parser.py,Alias,6,6,7,A1
blogs,parser.py,Alias,7,7,24,A1
blogs,parser.py,Alias,8,8,35,A1
blogs,parser.py,Alias,10,10,30,A1
blogs,parser.py,Alias,10,10,41,A1
blogs,parser.py,Alias,11,11,30,A1
blogs,parser.py,Simple If statements,21,23,4,A1
blogs,parser.py,Simple If statements,71,72,8,A1
blogs,parser.py,Simple For Loop,32,42,4,A1
blogs,parser.py,Exception --> try/except/else,54,72,4,B1
blogs,parser.py,Except Handler,60,61,4,A1
blogs,parser.py,Function with Simple argument,18,24,0,A1
blogs,parser.py,Function with Simple argument,27,44,0,A1
blogs,parser.py,Function with Simple argument,47,49,0,A1
blogs,parser.py,Function,52,72,0,A1
blogs,parser.py,Return,24,24,4,A1
blogs,parser.py,Return,44,44,4,A1
blogs,parser.py,Return,49,49,4,A1
blogs,parser.py,Return,23,23,8,A1
tests,test_templatetags.py,Simple Atributte,13,13,8,A2
tests,test_templatetags.py,Simple Atributte,20,20,8,A2
tests,test_templatetags.py,Simple Atributte,24,24,8,A2
tests,test_templatetags.py,Simple Atributte,25,25,8,A2
tests,test_templatetags.py,Simple Atributte,28,28,13,A2
tests,test_templatetags.py,Simple Atributte,33,33,8,A2
tests,test_templatetags.py,Simple Atributte,35,35,13,A2
tests,test_templatetags.py,Simple Atributte,40,40,8,A2
tests,test_templatetags.py,Simple Atributte,41,41,13,A2
tests,test_templatetags.py,Simple Atributte,46,46,8,A2
tests,test_templatetags.py,Simple Atributte,56,56,19,A2
tests,test_templatetags.py,Simple Atributte,57,57,8,A2
tests,test_templatetags.py,Simple Atributte,20,20,8,A2
tests,test_templatetags.py,Simple Atributte,20,20,92,A2
tests,test_templatetags.py,Simple Atributte,25,25,25,A2
tests,test_templatetags.py,Simple Atributte,28,28,13,A2
tests,test_templatetags.py,Simple Atributte,33,33,8,A2
tests,test_templatetags.py,Simple Atributte,35,35,13,A2
tests,test_templatetags.py,Simple Atributte,40,40,8,A2
tests,test_templatetags.py,Simple Atributte,41,41,13,A2
tests,test_templatetags.py,Simple Atributte,46,46,8,A2
tests,test_templatetags.py,Simple Atributte,57,57,25,A2
tests,test_templatetags.py,Simple Atributte,25,25,25,A2
tests,test_templatetags.py,Simple Atributte,57,57,25,A2
tests,test_templatetags.py,Subscript,25,25,25,A1
tests,test_templatetags.py,Simple Assignment,13,13,8,A1
tests,test_templatetags.py,Simple Assignment,22,22,8,A1
tests,test_templatetags.py,Simple Assignment,28,32,8,A1
tests,test_templatetags.py,Simple Assignment,35,39,8,A1
tests,test_templatetags.py,Simple Assignment,41,45,8,A1
tests,test_templatetags.py,Simple Assignment,48,54,8,A1
tests,test_templatetags.py,Simple Assignment,56,56,8,A1
tests,test_templatetags.py,From,1,1,0,A2
tests,test_templatetags.py,From,2,2,0,A2
tests,test_templatetags.py,From,3,3,0,A2
tests,test_templatetags.py,From,4,4,0,A2
tests,test_templatetags.py,From,6,6,0,A2
tests,test_templatetags.py,From,7,7,0,A2
tests,test_templatetags.py,From,8,8,0,A2
tests,test_templatetags.py,Alias,1,1,35,A1
tests,test_templatetags.py,Alias,2,2,28,A1
tests,test_templatetags.py,Alias,2,2,37,A1
tests,test_templatetags.py,Alias,3,3,24,A1
tests,test_templatetags.py,Alias,4,4,34,A1
tests,test_templatetags.py,Alias,6,6,30,A1
tests,test_templatetags.py,Alias,6,6,41,A1
tests,test_templatetags.py,Alias,6,6,47,A1
tests,test_templatetags.py,Alias,7,7,42,A1
tests,test_templatetags.py,Alias,8,8,35,A1
tests,test_templatetags.py,Function with Simple argument,12,13,4,A1
tests,test_templatetags.py,Function with Simple argument,15,25,4,A1
tests,test_templatetags.py,Function with Simple argument,27,57,4,A1
tests,test_templatetags.py,Inherited Class from TestCase,11,57,0,B1
tests,test_parser.py,Formatted Value,13,13,47,A1
tests,test_parser.py,Joined String,13,13,38,A1
tests,test_parser.py,Super Function,11,11,8,C2
tests,test_parser.py,Simple Atributte,8,8,21,A2
tests,test_parser.py,Simple Atributte,29,29,27,A2
tests,test_parser.py,Simple Atributte,12,12,8,A2
tests,test_parser.py,Simple Atributte,13,13,8,A2
tests,test_parser.py,Simple Atributte,11,11,8,A2
tests,test_parser.py,Simple Atributte,16,16,8,A2
tests,test_parser.py,Simple Atributte,17,17,8,A2
tests,test_parser.py,Simple Atributte,18,18,8,A2
tests,test_parser.py,Simple Atributte,22,22,8,A2
tests,test_parser.py,Simple Atributte,22,22,59,A2
tests,test_parser.py,Simple Atributte,23,23,8,A2
tests,test_parser.py,Simple Atributte,32,32,8,A2
tests,test_parser.py,Simple Atributte,39,39,8,A2
tests,test_parser.py,Simple Atributte,46,46,8,A2
tests,test_parser.py,Simple Atributte,50,50,8,A2
tests,test_parser.py,Simple Atributte,16,16,29,A2
tests,test_parser.py,Simple Atributte,13,13,48,A2
tests,test_parser.py,Simple Atributte,17,17,25,A2
tests,test_parser.py,Simple Atributte,20,20,12,A2
tests,test_parser.py,Simple Atributte,22,22,30,A2
tests,test_parser.py,Simple Atributte,24,24,12,A2
tests,test_parser.py,Subscript,17,17,25,A1
tests,test_parser.py,Subscript,20,20,12,A1
tests,test_parser.py,Subscript,22,22,30,A1
tests,test_parser.py,Subscript,24,24,12,A1
tests,test_parser.py,Subscript,17,17,25,A1
tests,test_parser.py,Subscript,20,20,12,A1
tests,test_parser.py,Subscript,22,22,30,A1
tests,test_parser.py,Subscript,24,24,12,A1
tests,test_parser.py,Simple Assignment,12,12,8,A1
tests,test_parser.py,Simple Assignment,13,13,8,A1
tests,test_parser.py,Simple Assignment,31,31,8,A1
tests,test_parser.py,Simple Assignment,38,38,8,A1
tests,test_parser.py,Simple Assignment,45,45,8,A1
tests,test_parser.py,Simple Assignment,49,49,8,A1
tests,test_parser.py,Import,1,1,0,A2
tests,test_parser.py,Import,2,2,0,A2
tests,test_parser.py,From,4,4,0,A2
tests,test_parser.py,From,5,5,0,A2
tests,test_parser.py,Alias,1,1,7,A1
tests,test_parser.py,Alias,2,2,7,A1
tests,test_parser.py,Alias,4,4,30,A1
tests,test_parser.py,Alias,4,4,51,A1
tests,test_parser.py,Alias,5,5,35,A1
tests,test_parser.py,Function with Simple argument,10,13,4,A1
tests,test_parser.py,Function with Simple argument,15,26,4,A1
tests,test_parser.py,Function with Simple argument,30,35,4,A1
tests,test_parser.py,Function with Simple argument,37,42,4,A1
tests,test_parser.py,Function with Simple argument,44,46,4,A1
tests,test_parser.py,Function with Simple argument,48,50,4,A1
tests,test_parser.py,Simple Class ,8,26,0,B1
tests,test_parser.py,Simple Class ,29,50,0,B1
tests,test_models.py,Simple Atributte,9,9,14,A2
tests,test_models.py,Simple Atributte,11,11,12,A2
tests,test_models.py,Simple Atributte,23,23,8,A2
tests,test_models.py,Simple Atributte,23,23,33,A2
tests,test_models.py,Simple Atributte,24,24,8,A2
tests,test_models.py,Simple Atributte,24,24,47,A2
tests,test_models.py,Simple Atributte,11,11,12,A2
tests,test_models.py,Simple Atributte,24,24,25,A2
tests,test_models.py,Simple Atributte,16,16,17,A2
